,CommonName,SciName,Family,About,Audios
877,Plume-toed swiftlet,Collocalia affinis,Apodidae,"The plume-toed swiftlet is a small bird in the swift family Apodidae. It is found on some eastern Indian Ocean islands, the Malay Peninsula, Sumatra, and lowland Borneo.",https://xeno-canto.org/369092/download
878,,,,,
879,,,,,
880,Puff-throated babbler,Pellorneum ruficeps,Pellorneidae,"The puff-throated babbler or spotted babbler is a species of passerine bird found in Asia. They are found in scrub and moist forest mainly in hilly regions. They forage in small groups on the forest floor, turning around leaf litter to find their prey and usually staying low in the undergrowth where they can be hard to spot. They however have loud and distinct calls, including a morning song, contact and alarm calls. It is the type species of the genus Pellorneum which may however currently include multiple lineages.",https://xeno-canto.org/687977/download
881,Purple cochoa,Cochoa purpurea,Turdidae,"The purple cochoa is a brightly coloured bird found in the temperate forests of Asia. It is a quiet and elusive bird species that has been considered to be related to the thrushes of family Turdidae or the related Muscicapidae. They are found in dark forested areas and is found in the canopy, where it often sits motionless.",https://xeno-canto.org/243559/download
882,Purple heron,Ardea purpurea,Ardeidae,"The purple heron is a wide-ranging species of wading bird in the heron family, Ardeidae. The scientific name comes from Latin ardea ""heron"", and purpureus, ""coloured purple"". It breeds in Africa, central and southern Europe, and southern and eastern Asia. The Western Palearctic populations migrate between breeding and wintering habitats whereas the African and tropical-Asian populations are primarily sedentary, except for occasional dispersive movements.",https://xeno-canto.org/481289/download
883,Purple sunbird,Cinnyris asiaticus,Nectariniidae,"The  purple sunbird is a small bird in the sunbird family found mainly in South and Southeast Asia but extending west into parts of the Arabian peninsula. Like other sunbirds they feed mainly on nectar, although they will also take insects, especially when feeding young. They have a fast and direct flight and can take nectar by hovering like a hummingbird but often perch at the base of flowers. The males can appear all black in harsh sunlight but the purple iridescence is visible on closer observation or under good light conditions. Females are olive above and yellowish below.",https://xeno-canto.org/424188/download
884,Purple-rumped sunbird,Leptocoma zeylonica,Nectariniidae,"The purple-rumped sunbird is a sunbird endemic to the Indian Subcontinent. Like other sunbirds, they are small in size, feeding mainly on nectar but sometimes take insects, particularly when feeding young. They can hover for short durations but usually perch to suck nectar from flowers. They build a hanging pouch nest made up of cobwebs, lichens and plant material. Males are brightly coloured but females are olive above and yellow to buff below. Males are easily distinguished from the purple sunbird by the light coloured underside while females can be told apart by their whitish throats.",https://xeno-canto.org/664672/download
885,Pygmy cupwing,Pnoepyga pusilla,Pnoepygidae,"The pygmy cupwing or pygmy wren-babbler is a species of bird in the Pnoepyga wren-babblers family, Pnoepygidae. It is found in southern and eastern Asia from the Himalayas to the Lesser Sunda Islands. Its natural habitats are subtropical or tropical moist lowland forest and subtropical or tropical moist montane forest.",https://xeno-canto.org/550647/download
886,Pygmy flycatcher,Muscicapella hodgsoni,Muscicapidae,"The pygmy flycatcher, also known as the pygmy blue-flycatcher, is a bird species of the family Muscicapidae.",https://xeno-canto.org/329353/download
887,Rain quail,Coturnix coromandelica,Phasianidae,"The rain quail or black-breasted quail is a species of quail found in the Indian subcontinent, its range including Pakistan, India, Nepal, Sri Lanka, Bangladesh, Myanmar, Thailand, Cambodia and Viet Nam.",https://xeno-canto.org/83130/download
888,Red avadavat,Amandava amandava,Estrildidae,"The red avadavat, red munia or strawberry finch, is a sparrow-sized bird of the family Estrildidae. It is found in the open fields and grasslands of tropical Asia and is popular as a cage bird due to the colourful plumage of the males in their breeding season. It breeds in the Indian Subcontinent in the monsoon season. The species name of amandava and the common name of avadavat are derived from the city of Ahmedabad in Gujarat, India, from where these birds were exported into the pet trade in former times.",https://xeno-canto.org/444177/download
889,Red crossbill,Loxia curvirostra,Fringillidae,"The red crossbill is a small passerine bird in the finch family Fringillidae, also known as the common crossbill in Eurosiberia. Crossbills have distinctive mandibles, crossed at the tips, which enable them to extract seeds from conifer cones and other fruits.",https://xeno-canto.org/79851/download
890,Red junglefowl,Gallus gallus,Phasianidae,"The red junglefowl is a tropical bird in the family Phasianidae. It ranges across much of Southeast Asia and parts of South Asia. Red junglefowl are the primary ancestor of the domestic chicken ; the grey junglefowl, Sri Lankan junglefowl and green junglefowl have also contributed genetic materials to the gene pool of the chicken.",https://xeno-canto.org/467876/download
891,,,,,
892,,,,,
893,,,,,
894,Red spurfowl,Galloperdix spadicea,Phasianidae,"The red spurfowl is a member of the pheasant family and is endemic to India. It is a bird of forests, and is quite secretive despite its size. It has a distinctive call and is often hard to see except for a few seconds when it flushes from the undergrowth. It appears reddish and like a long-tailed partridge. The bare skin around the eye is reddish. The legs of both males and females have one or two spurs, which give them their name.",https://xeno-canto.org/104135/download
895,Red turtle dove,Streptopelia tranquebarica,Columbidae,"The red collared dove, also known as the red turtle dove, is a small pigeon which is a resident breeding bird in the tropics of Asia. The male has a blue-grey head and a red-brown body. The female is much plainer, with pale brown plumage similar to that of the larger Eurasian collared dove.",https://xeno-canto.org/111584/download
896,,,,,
897,Red-billed blue magpie,Urocissa erythrorhyncha,Corvidae,"The red-billed blue magpie is a species of bird in the crow family, Corvidae. It is about the same size as the Eurasian magpie but has a much longer tail, one of the longest tails of any corvid. It is 65–68 cm (25.5–27 in) long and weighs 196–232 g (6.9–8.2 oz).",https://xeno-canto.org/419782/download
898,Red-billed chough,Pyrrhocorax pyrrhocorax,Corvidae,"The red-billed chough, Cornish chough or simply chough, is a bird in the crow family, one of only two species in the genus Pyrrhocorax. Its eight subspecies breed on mountains and coastal cliffs from the western coasts of Ireland and Britain east through southern Europe and North Africa to Central Asia, India and China.",https://xeno-canto.org/255685/download
899,,,,,
900,Red-billed scimitar babbler,Pomatorhinus ochraceiceps,Timaliidae,"The red-billed scimitar babbler is a species of bird in the family Timaliidae. It is found in Northeast India, Southeast Asia and adjacent parts of southern China.",https://xeno-canto.org/472361/download
901,,,,,
902,Red-breasted flycatcher,Ficedula parva,Muscicapidae,"The red-breasted flycatcher is a small passerine bird in the Old World flycatcher family. It breeds in eastern Europe and across Central Asia and is migratory, wintering in south Asia. It is a regular passage migrant in western Europe, whereas the collared flycatcher which breeds further east is rare. This is because of the different migration direction.",https://xeno-canto.org/400410/download
903,,,,,
904,,,,,
905,Red-breasted parakeet,Psittacula alexandri,Psittaculidae,"The red-breasted parakeet is among the more widespread species of the genus and is the species which has the most geographical variations. It is easily identified by the large red patch on its breast. An alternative name is the moustached parakeet depending on subspecies. Most of the subspecies are confined to minuscule islands or a cluster of islands in Indonesia. One subspecies occurs in the Andaman islands, and one subspecies occurs in continental Southeast Asia and partly extending to northeastern parts of South Asia along the foothills of the Himalayas. Some of the island races may be threatened by the wild bird trade. The nominate race, which occurs in Java, is close to extinction.",https://xeno-canto.org/496186/download
